locus_chr	locus_start	locus_end	locus_width	locus_name	locus_ngene	locus_pheno	gene_locusdist_kbp	gene_name	gene_type	gene_tss	gene_end
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	5.266	TSSC4	protein_coding	2400488	2403878
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	17.258	TRPM5	protein_coding	2423012	2444514
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	18.889	KCNQ1	protein_coding	2444684	2849105
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	29.577	CD81	protein_coding	2376177	2397397
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	103.757	TSPAN32	protein_coding	2301997	2318204
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	103.836	C11orf21	protein_coding	2301918	2303049
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	137.256	ASCL2	protein_coding	2268498	2270588
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	233.949	TH	protein_coding	2171805	2171815
11	2161204	2849105	687.901	rs2074238+rs2301696+rs7122937	9	QT	244.55	INS	protein_coding	2161204	2161221
22	38506311	38992804	486.493	rs2076028	13	HR	0.548	SUN2	protein_coding	38754993	38794143
22	38506311	38992804	486.493	rs2076028	13	HR	39.698	DNAL4	protein_coding	38794143	38794198
22	38506311	38992804	486.493	rs2076028	13	HR	48.703	GTPBP1	protein_coding	38705742	38738299
22	38506311	38992804	486.493	rs2076028	13	HR	53.778	JOSD1	protein_coding	38700667	38701556
22	38506311	38992804	486.493	rs2076028	13	HR	64.007	NPTXR	protein_coding	38818452	38844028
22	38506311	38992804	486.493	rs2076028	13	HR	72.488	TOMM22	protein_coding	38681957	38685421
22	38506311	38992804	486.493	rs2076028	13	HR	97.809	CBY1	protein_coding	38656636	38673854
22	38506311	38992804	486.493	rs2076028	13	HR	98.053	FAM227A	protein_coding	38656392	38656629
22	38506311	38992804	486.493	rs2076028	13	HR	117.771	CBX6	protein_coding	38872216	38872249
22	38506311	38992804	486.493	rs2076028	13	HR	184.262	DMC1	protein_coding	38570183	38570204
22	38506311	38992804	486.493	rs2076028	13	HR	198.296	APOBEC3A	protein_coding	38952741	38992778
22	38506311	38992804	486.493	rs2076028	13	HR	227.902	APOBEC3B	protein_coding	38982347	38992804
22	38506311	38992804	486.493	rs2076028	13	HR	248.134	DDX17	protein_coding	38506311	38507660
08	3409607	4994972	1585.365	rs2134953	1	JT	775.946	CSMD1	protein_coding	3409607	4994972
01	87328880	87427449	98.569	rs2152735	1	HR	98.569	LMO4	protein_coding	87328880	87348923
13	36168794	36442870	274.076	rs2182486	5	JT	20.688	SPART	protein_coding	36346394	36370180
13	36168794	36442870	274.076	rs2182486	5	JT	64.438	CCNA1	protein_coding	36431520	36442870
13	36168794	36442870	274.076	rs2182486	5	JT	69.258	CCDC169	protein_coding	36297824	36297840
13	36168794	36442870	274.076	rs2182486	5	JT	152.526	SOHLH2	protein_coding	36214556	36214588
13	36168794	36442870	274.076	rs2182486	5	JT	198.288	CCDC169-SOHLH2	protein_coding	36168794	36297842
01	61408005	61725423	317.418	rs2207790+rs9436640	1	QRS	292.846	TM2D1	protein_coding	61725141	61725423
03	66133610	66501263	367.653	rs2242285	2	QRS	119.844	LRIG1	protein_coding	66501022	66501263
03	66133610	66501263	367.653	rs2242285	2	QRS	247.568	SLC25A26	protein_coding	66133610	66388116
14	102317377	102730561	413.184	rs2273905	5	QT	1.114	ANKRD9	protein_coding	102509776	102509799
14	102317377	102730561	413.184	rs2273905	5	QT	83.987	RCOR1	protein_coding	102592649	102730561
14	102317377	102730561	413.184	rs2273905	5	QT	145.721	TECPR2	protein_coding	102362941	102502477
14	102317377	102730561	413.184	rs2273905	5	QT	167.56	CINP	protein_coding	102341102	102362916
14	102317377	102730561	413.184	rs2273905	5	QT	191.285	ZNF839	protein_coding	102317377	102342702
12	1854037	2697950	843.913	rs2283274	3	HR	70.843	DCP1B	protein_coding	2004457	2004535
12	1854037	2697950	843.913	rs2283274	3	HR	104.528	CACNA1C	protein_coding	1970772	2697950
12	1854037	2697950	843.913	rs2283274	3	HR	221.263	CACNA2D4	protein_coding	1854037	1918666
22	27748277	28679840	931.563	rs2283847	3	HR	37.134	MN1	protein_coding	27748277	27801756
22	27748277	28679840	931.563	rs2283847	3	HR	133.845	PITPNB	protein_coding	27919256	27920134
22	27748277	28679840	931.563	rs2283847	3	HR	192.603	TTC28	protein_coding	27978014	28679840
01	23191895	23559501	367.606	rs2298632	7	QT	3.073	TCEA3	protein_coding	23380909	23424748
01	23191895	23559501	367.606	rs2298632	7	QT	24.534	ZNF436	protein_coding	23359448	23369836
01	23191895	23559501	367.606	rs2298632	7	QT	52.695	ASAP3	protein_coding	23436677	23484568
01	23191895	23559501	367.606	rs2298632	7	QT	77.35	HNRNPR	protein_coding	23306632	23344336
01	23191895	23559501	367.606	rs2298632	7	QT	122.456	E2F2	protein_coding	23506438	23531233
01	23191895	23559501	367.606	rs2298632	7	QT	173.944	ID3	protein_coding	23557926	23559501
01	23191895	23559501	367.606	rs2298632	7	QT	192.087	HTR1D	protein_coding	23191895	23217502
03	53046073	53813733	767.66	rs2358740+rs4687718	6	HR+QRS	7.735	TKT	protein_coding	53256022	53256052
03	53046073	53813733	767.66	rs2358740+rs4687718	6	HR+QRS	73.999	DCP1A	protein_coding	53347543	53347586
03	53046073	53813733	767.66	rs2358740+rs4687718	6	HR+QRS	80.676	CACNA1D	protein_coding	53328963	53813733
03	53046073	53813733	767.66	rs2358740+rs4687718	6	QRS	92.278	PRKCD	protein_coding	53156009	53192717
03	53046073	53813733	767.66	rs2358740+rs4687718	6	QRS	117.852	RFT1	protein_coding	53130435	53130453
03	53046073	53813733	767.66	rs2358740+rs4687718	6	QRS	202.214	SFMBT1	protein_coding	53046073	53046750
04	71062667	71572087	509.42	rs2363719	1	QT	209.832	SLC4A4	protein_coding	71062667	71572087
10	110497907	111017307	519.4	rs2419577	6	QRS	87.526	RBM20	protein_coding	110644336	110839468
10	110497907	111017307	519.4	rs2419577	6	QRS	139.933	PDCD4	protein_coding	110871795	110900006
10	110497907	111017307	519.4	rs2419577	6	QRS	164.178	SMC3	protein_coding	110567684	110606048
10	110497907	111017307	519.4	rs2419577	6	QRS	187.318	BBIP1	protein_coding	110919180	110919201
10	110497907	111017307	519.4	rs2419577	6	QRS	187.505	SHOC2	protein_coding	110919367	111017307
10	110497907	111017307	519.4	rs2419577	6	QRS	233.955	DUSP5	protein_coding	110497907	110511533
17	45784280	46225389	441.109	rs242562	5	QRS	49.877	STH	protein_coding	45999250	45999694
17	45784280	46225389	441.109	rs242562	5	QRS	54.846	MAPT	protein_coding	45894527	46028334
17	45784280	46225389	441.109	rs242562	5	QRS	96.748	KANSL1	protein_coding	46046121	46225389
17	45784280	46225389	441.109	rs242562	5	QRS	104.492	SPPL2C	protein_coding	45844881	45847067
17	45784280	46225389	441.109	rs242562	5	QRS	165.093	CRHR1	protein_coding	45784280	45835828
16	14071321	14301575	230.254	rs246185	1	QT	230.254	MRTFB	protein_coding	14071321	14266773
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	24.87	SETD6	protein_coding	58515479	58523842
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	36.824	NDRG4	protein_coding	58462846	58513628
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	89.477	CNOT1	protein_coding	58629826	58629885
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	130.942	GINS3	protein_coding	58295080	58406147
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	130.997	PRSS54	protein_coding	58295025	58295047
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	144.374	SLC38A7	protein_coding	58684723	58684770
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	193.967	GOT2	protein_coding	58734316	58734342
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	194.865	CCDC113	protein_coding	58231157	58283836
16	58192886	58734342	541.456	rs246196+rs4784934	9	QT	233.136	CSNK2A2	protein_coding	58192886	58198106
10	102065349	102633535	568.186	rs2485376	15	QT	44.728	GBF1	protein_coding	102245521	102382899
10	102065349	102633535	568.186	rs2485376	15	QT	58.166	PITX3	protein_coding	102232083	102241512
10	102065349	102633535	568.186	rs2485376	15	QT	63.95	ELOVL3	protein_coding	102226299	102229589
10	102065349	102633535	568.186	rs2485376	15	QT	103.861	NFKB2	protein_coding	102394110	102402524
10	102065349	102633535	568.186	rs2485376	15	QT	128.94	FBXL15	protein_coding	102419189	102423136
10	102065349	102633535	568.186	rs2485376	15	QT	129.478	PSD	protein_coding	102419727	102421539
10	102065349	102633535	568.186	rs2485376	15	QT	134.055	CUEDC2	protein_coding	102424304	102432584
10	102065349	102633535	568.186	rs2485376	15	QT	138.073	NOLC1	protein_coding	102152176	102163871
10	102065349	102633535	568.186	rs2485376	15	QT	157.255	PPRC1	protein_coding	102132994	102150333
10	102065349	102633535	568.186	rs2485376	15	QT	159.588	C10orf95	protein_coding	102449837	102451543
10	102065349	102633535	568.186	rs2485376	15	QT	171.146	MFSD13A	protein_coding	102461395	102477045
10	102065349	102633535	568.186	rs2485376	15	QT	183.76	LDB1	protein_coding	102106489	102120368
10	102065349	102633535	568.186	rs2485376	15	QT	212.46	ACTR1A	protein_coding	102502709	102502712
10	102065349	102633535	568.186	rs2485376	15	QT	213.723	SUFU	protein_coding	102503972	102633535
10	102065349	102633535	568.186	rs2485376	15	QT	224.9	HPS6	protein_coding	102065349	102068036
05	172958729	173328447	369.718	rs255292+rs4868243	6	HR+PR	9.421	BNIP1	protein_coding	173144442	173164387
05	172958729	173328447	369.718	rs255292+rs4868243	6	HR+PR	19.091	NKX2-5	protein_coding	173235206	173235311
05	172958729	173328447	369.718	rs255292+rs4868243	6	HR+PR	97.511	CREBRF	protein_coding	173056352	173139284
05	172958729	173328447	369.718	rs255292+rs4868243	6	HR+PR	112.299	STC2	protein_coding	173328414	173328447
05	172958729	173328447	369.718	rs255292+rs4868243	6	HR+PR	170.092	ATP6V0E1	protein_coding	172983771	173035445
05	172958729	173328447	369.718	rs255292+rs4868243	6	PR	195.134	RPL26L1	protein_coding	172958729	172969771
13	20702127	21061586	359.459	rs2585897	4	PR	77.906	XPO4	protein_coding	20902746	20903048
13	20702127	21061586	359.459	rs2585897	4	PR	96.109	EEF1AKMT1	protein_coding	20728731	20773961
13	20702127	21061586	359.459	rs2585897	4	PR	122.713	IL17D	protein_coding	20702127	20723098
13	20702127	21061586	359.459	rs2585897	4	PR	148.196	LATS2	protein_coding	20973036	21061586
01	44319744	44788170	468.426	rs272564	7	HR	127.858	TMEM53	protein_coding	44674459	44674481
01	44319744	44788170	468.426	rs272564	7	HR	128.091	ARMH1	protein_coding	44674692	44725591
01	44319744	44788170	468.426	rs272564	7	HR	141.407	RNF220	protein_coding	44405194	44651724
01	44319744	44788170	468.426	rs272564	7	HR	193.217	KIF2C	protein_coding	44739818	44767767
01	44319744	44788170	468.426	rs272564	7	HR	226.857	ERI3	protein_coding	44319744	44355260
01	44319744	44788170	468.426	rs272564	7	HR	228.65	RPS8	protein_coding	44775251	44778779
01	44319744	44788170	468.426	rs272564	7	HR	236.984	BEST4	protein_coding	44783585	44788170
02	102619553	103019900	400.347	rs2732860	3	PR	44.97	TMEM182	protein_coding	102736905	103019900
02	102619553	103019900	400.347	rs2732860	3	PR	63.541	MFSD9	protein_coding	102718334	102736888
02	102619553	103019900	400.347	rs2732860	3	PR	162.322	SLC9A2	protein_coding	102619553	102711355
06	7313207	7881728	568.521	rs2744375+rs7771320	6	HR+QRS	12.989	DSP	protein_coding	7541617	7586714
06	7313207	7881728	568.521	rs2744375+rs7771320	6	HR+QRS	35.592	SNRNP48	protein_coding	7590198	7611967
06	7313207	7881728	568.521	rs2744375+rs7771320	6	HR+QRS	112.708	RIOK1	protein_coding	7389808	7418037
06	7313207	7881728	568.521	rs2744375+rs7771320	6	HR+QRS	113.126	CAGE1	protein_coding	7389390	7389742
06	7313207	7881728	568.521	rs2744375+rs7771320	6	HR+QRS	171.493	BMP6	protein_coding	7726099	7881728
06	7313207	7881728	568.521	rs2744375+rs7771320	6	HR+QRS	189.309	SSR1	protein_coding	7313207	7347446
01	207645113	208244384	599.271	rs2745959+rs41317993	4	HR	4.822	CD34	protein_coding	207911125	207911402
01	207645113	208244384	599.271	rs2745959+rs41317993	4	HR	36.35	CD46	protein_coding	207752037	207795513
01	207645113	208244384	599.271	rs2745959+rs41317993	4	HR	106.295	PLXNA2	protein_coding	208022242	208244384
01	207645113	208244384	599.271	rs2745959+rs41317993	4	HR	143.274	CR1L	protein_coding	207645113	207738416
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	4.955	NACA	protein_coding	56725271	56731628
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	10.98	PRIM1	protein_coding	56731296	56752374
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	28.011	PTGES3	protein_coding	56687997	56688408
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	31.845	HSD17B6	protein_coding	56752161	56787790
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	70.729	ATP5F1B	protein_coding	56645279	56645984
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	79.642	BAZ2A	protein_coding	56636366	56636816
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	194.188	RBMS2	protein_coding	56521820	56596193
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	202.817	SDR9C7	protein_coding	56923133	56934408
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	237.292	RDH16	protein_coding	56957608	56959374
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	243.536	GLS2	protein_coding	56472472	56488414
12	56468578	56959374	490.796	rs2926743+rs2958149	11	JT	247.43	SPRYD4	protein_coding	56468578	56479708
02	200295976	200584096	288.12	rs295140	3	QT	9.905	SPATS2L	protein_coding	200305881	200482264
02	200295976	200584096	288.12	rs295140	3	QT	214.032	SGO2	protein_coding	200510008	200584096
02	200295976	200584096	288.12	rs295140	3	QT	214.092	KCTD18	protein_coding	200510068	200519784
01	25818640	26318363	499.723	rs2997447	18	QRS	6.698	TRIM63	protein_coding	26067630	26068436
01	25818640	26318363	499.723	rs2997447	18	QRS	14.819	SLC30A2	protein_coding	26046113	26046118
01	25818640	26318363	499.723	rs2997447	18	QRS	41.048	EXTL1	protein_coding	26019884	26036464
01	25818640	26318363	499.723	rs2997447	18	QRS	50.241	PDIK1L	protein_coding	26111173	26125555
01	25818640	26318363	499.723	rs2997447	18	QRS	62.869	PAFAH2	protein_coding	25998063	25998117
01	25818640	26318363	499.723	rs2997447	18	QRS	98.147	FAM110D	protein_coding	26159079	26163962
01	25818640	26318363	499.723	rs2997447	18	QRS	103.169	C1orf232	protein_coding	26164101	26168963
01	25818640	26318363	499.723	rs2997447	18	QRS	108.976	ZNF593	protein_coding	26169908	26170873
01	25818640	26318363	499.723	rs2997447	18	QRS	110.889	ZNF593OS	protein_coding	26171821	26171831
01	25818640	26318363	499.723	rs2997447	18	QRS	116.559	CNKSR1	protein_coding	26177491	26189884
01	25818640	26318363	499.723	rs2997447	18	QRS	129.629	CATSPER4	protein_coding	26190561	26202968
01	25818640	26318363	499.723	rs2997447	18	QRS	168.325	STMN1	protein_coding	25892607	25906991
01	25818640	26318363	499.723	rs2997447	18	QRS	173.268	CEP85	protein_coding	26234200	26278808
01	25818640	26318363	499.723	rs2997447	18	QRS	189.679	PAQR7	protein_coding	25871253	25875708
01	25818640	26318363	499.723	rs2997447	18	QRS	219.154	SH3BGRL3	protein_coding	26280086	26281522
01	25818640	26318363	499.723	rs2997447	18	QRS	229.019	AUNIP	protein_coding	25831913	25859458
01	25818640	26318363	499.723	rs2997447	18	QRS	242.292	MTFR1L	protein_coding	25818640	25832942
01	25818640	26318363	499.723	rs2997447	18	QRS	245.704	UBXN11	protein_coding	26306636	26318363
15	50355198	50765709	410.511	rs3105593	5	QT	22.187	TRPM7	protein_coding	50575008	50686797
15	50355198	50765709	410.511	rs3105593	5	QT	55.741	USP50	protein_coding	50497080	50546708
15	50355198	50765709	410.511	rs3105593	5	QT	128.441	USP8	protein_coding	50424380	50514421
15	50355198	50765709	410.511	rs3105593	5	QT	197.623	GABPB1	protein_coding	50355198	50355408
15	50355198	50765709	410.511	rs3105593	5	QT	212.885	SPPL2A	protein_coding	50765706	50765709
10	113553053	113917194	364.141	rs3189030	6	JT+QT	29.876	NRAP	protein_coding	113664046	113664070
10	113553053	113917194	364.141	rs3189030	6	JT+QT	44.992	CASP7	protein_coding	113679162	113730907
10	113553053	113917194	364.141	rs3189030	6	JT+QT	81.117	HABP2	protein_coding	113553053	113589602
10	113553053	113917194	364.141	rs3189030	6	JT+QT	117.092	PLEKHS1	protein_coding	113751262	113783429
10	113553053	113917194	364.141	rs3189030	6	JT+QT	219.912	DCLRE1A	protein_coding	113854082	113854383
10	113553053	113917194	364.141	rs3189030	6	JT+QT	220.491	NHLRC2	protein_coding	113854661	113917194
04	85475150	86002668	527.518	rs343849	1	PR	266.752	ARHGAP24	protein_coding	85475150	86002668
05	173888349	174243501	355.152	rs359466	3	QRS	0.514	CPEB4	protein_coding	173888349	173961980
05	173888349	174243501	355.152	rs359466	3	QRS	84.916	C5orf47	protein_coding	173973779	174006140
05	173888349	174243501	355.152	rs359466	3	QRS	156.843	NSG2	protein_coding	174045706	174243501
04	186533655	186726722	193.067	rs3733409	2	PR	17.417	FAT1	protein_coding	186723856	186726722
04	186533655	186726722	193.067	rs3733409	2	PR	172.784	MTNR1A	protein_coding	186533655	186555567
06	54254589	54390142	135.553	rs3736352	1	JT	53.27	TINAG	protein_coding	54307859	54390142
03	49554477	50100045	545.568	rs3749237	15	HR	8.305	IP6K1	protein_coding	49724294	49786542
03	49554477	50100045	545.568	rs3749237	15	HR	8.648	GMPPB	protein_coding	49723951	49723973
03	49554477	50100045	545.568	rs3749237	15	HR	15.77	AMIGO3	protein_coding	49716829	49719684
03	49554477	50100045	545.568	rs3749237	15	HR	43.061	RNF123	protein_coding	49689538	49721529
03	49554477	50100045	545.568	rs3749237	15	HR	47.509	MST1	protein_coding	49685090	49689501
03	49554477	50100045	545.568	rs3749237	15	HR	58.585	APEH	protein_coding	49674014	49683971
03	49554477	50100045	545.568	rs3749237	15	HR	60.332	CDHR4	protein_coding	49792931	49799873
03	49554477	50100045	545.568	rs3749237	15	HR	70.662	INKA1	protein_coding	49803261	49805030
03	49554477	50100045	545.568	rs3749237	15	HR	72.61	UBA7	protein_coding	49805209	49813953
03	49554477	50100045	545.568	rs3749237	15	HR	123.965	TRAIP	protein_coding	49856564	49856574
03	49554477	50100045	545.568	rs3749237	15	HR	137.304	CAMKV	protein_coding	49869903	49869935
03	49554477	50100045	545.568	rs3749237	15	HR	154.403	MST1R	protein_coding	49887002	49903873
03	49554477	50100045	545.568	rs3749237	15	HR	178.122	BSN	protein_coding	49554477	49671549
03	49554477	50100045	545.568	rs3749237	15	HR	196.927	MON1A	protein_coding	49929526	49930173
03	49554477	50100045	545.568	rs3749237	15	HR	207.408	RBM6	protein_coding	49940007	50100045
06	12008762	12297194	288.432	rs3777755	2	QRS	130.895	EDN1	protein_coding	12290361	12297194
06	12008762	12297194	288.432	rs3777755	2	QRS	150.704	HIVEP1	protein_coding	12008762	12164999
07	116524994	117230176	705.182	rs3807989+rs41748+rs9920	4	HR	4.551	CAPZA2	protein_coding	116811070	116922049
07	116524994	117230176	705.182	rs3807989+rs41748+rs9920	4	PR+QT	21.193	CAV1	protein_coding	116524994	116561179
07	116524994	117230176	705.182	rs3807989+rs41748+rs9920	4	HR+PR+QT	112.158	MET	protein_coding	116672196	116798377
07	116524994	117230176	705.182	rs3807989+rs41748+rs9920	4	HR	146.719	ST7	protein_coding	116953238	117230176
12	114326957	114408442	81.485	rs3825214+rs6489953+rs883079	1	PR+QRS	48.506	TBX5	protein_coding	114406144	114408442
02	8610136	8837630	227.494	rs3856447	2	PR	68.709	ID2	protein_coding	8678845	8684461
02	8610136	8837630	227.494	rs3856447	2	PR	110.945	KIDINS220	protein_coding	8721081	8837630
04	94105283	94668227	562.944	rs3857067+rs7439869	3	QT	45.017	SMARCAD1	protein_coding	94207611	94291292
04	94105283	94668227	562.944	rs3857067+rs7439869	3	QT	90.208	HPGDS	protein_coding	94342836	94342876
04	94105283	94668227	562.944	rs3857067+rs7439869	3	QT	199.258	PDLIM5	protein_coding	94451886	94668227
16	15643024	16143257	500.233	rs3915499	5	HR	71.717	CEP20	protein_coding	15888603	15888625
16	15643024	16143257	500.233	rs3915499	5	HR	113.751	MYH11	protein_coding	15703135	15857028
16	15643024	16143257	500.233	rs3915499	5	HR	132.252	ABCC1	protein_coding	15949138	16143257
16	15643024	16143257	500.233	rs3915499	5	HR	173.619	NDE1	protein_coding	15643267	15734691
16	15643024	16143257	500.233	rs3915499	5	HR	173.862	MARF1	protein_coding	15643024	15643154
20	6479643	6780246	300.603	rs3929778	1	QRS	288.043	BMP2	protein_coding	6767686	6780246
01	228082660	228499899	417.239	rs397637	13	PR	57.583	OBSCN	protein_coding	228208044	228378876
01	228082660	228499899	417.239	rs397637	13	PR	99.823	IBA57	protein_coding	228165804	228182257
01	228082660	228499899	417.239	rs397637	13	PR	115.697	GJC2	protein_coding	228149930	228159826
01	228082660	228499899	417.239	rs397637	13	PR	125.665	GUK1	protein_coding	228139962	228148984
01	228082660	228499899	417.239	rs397637	13	PR	140.277	TRIM11	protein_coding	228405904	228406835
01	228082660	228499899	417.239	rs397637	13	PR	142.308	TRIM17	protein_coding	228407935	228416861
01	228082660	228499899	417.239	rs397637	13	PR	157.352	MRPL55	protein_coding	228108275	228109312
01	228082660	228499899	417.239	rs397637	13	PR	159.218	H3-4	protein_coding	228424845	228425360
01	228082660	228499899	417.239	rs397637	13	PR	162.186	C1orf35	protein_coding	228103441	228105411
01	228082660	228499899	417.239	rs397637	13	PR	169.15	H2AW	protein_coding	228434777	228457873
01	228082660	228499899	417.239	rs397637	13	PR	182.967	ARF1	protein_coding	228082660	228099212
01	228082660	228499899	417.239	rs397637	13	PR	192.476	H2BU1	protein_coding	228458103	228463104
01	228082660	228499899	417.239	rs397637	13	PR	221.755	RNF187	protein_coding	228487382	228499899
07	72828174	73155431	327.257	rs404321	7	QT	11.362	TRIM74	protein_coding	72966953	72969466
07	72828174	73155431	327.257	rs404321	7	QT	64.128	SPDYE8	protein_coding	73019719	73029766
07	72828174	73155431	327.257	rs404321	7	QT	76.242	POM121	protein_coding	72879349	72951440
07	72828174	73155431	327.257	rs404321	7	QT	92.271	SPDYE11	protein_coding	73047862	73057911
07	72828174	73155431	327.257	rs404321	7	QT	120.381	SPDYE9	protein_coding	73075972	73086038
07	72828174	73155431	327.257	rs404321	7	QT	127.417	TYW1B	protein_coding	72828174	72828200
07	72828174	73155431	327.257	rs404321	7	QT	148.417	SPDYE10	protein_coding	73104008	73155431
18	70289045	70936558	647.513	rs4362469	1	JT	647.513	SOCS6	protein_coding	70289045	70330199
02	66433452	66573869	140.417	rs4430933+rs62144050	1	HR+PR	64.478	MEIS1	protein_coding	66433452	66573869
06	117907264	118317676	410.412	rs457162	1	QT	307.556	SLC35F1	protein_coding	117907264	118317676
04	84124440	84499292	374.852	rs4591595	1	JT	372.51	NKX6-1	protein_coding	84496950	84499292
02	227164205	227561217	397.012	rs4608502	6	HR	55.712	MFF	protein_coding	227325151	227357836
02	227164205	227561217	397.012	rs4608502	6	HR	104.815	COL4A3	protein_coding	227164624	227314792
02	227164205	227561217	397.012	rs4608502	6	HR	105.234	COL4A4	protein_coding	227164205	227164453
02	227164205	227561217	397.012	rs4608502	6	HR	109.867	TM4SF20	protein_coding	227379306	227381995
02	227164205	227561217	397.012	rs4608502	6	HR	118.244	SCYGR1	protein_coding	227387683	227387949
02	227164205	227561217	397.012	rs4608502	6	HR	202.713	AGFG1	protein_coding	227472152	227561217
03	12557057	13283281	726.224	rs4642101	6	QRS	4.252	CAND2	protein_coding	12796472	12871916
03	12557057	13283281	726.224	rs4642101	6	QRS	40.841	RPL32	protein_coding	12841565	12841582
03	12557057	13283281	726.224	rs4642101	6	QRS	41.465	TMEM40	protein_coding	12759259	12769457
03	12557057	13283281	726.224	rs4642101	6	QRS	136.537	RAF1	protein_coding	12664187	12664201
03	12557057	13283281	726.224	rs4642101	6	QRS	166.944	IQSEC1	protein_coding	12967668	13283281
03	12557057	13283281	726.224	rs4642101	6	QRS	243.667	MKRN2	protein_coding	12557057	12586208
01	2050411	2505532	455.121	rs4648819	7	PR	45.032	SKI	protein_coding	2228319	2310213
01	2050411	2505532	455.121	rs4648819	7	PR	65.618	FAAP20	protein_coding	2207733	2212720
01	2050411	2505532	455.121	rs4648819	7	PR	118.203	MORN1	protein_coding	2391554	2391707
01	2050411	2505532	455.121	rs4648819	7	PR	118.477	RER1	protein_coding	2391828	2405442
01	2050411	2505532	455.121	rs4648819	7	PR	139.213	PEX10	protein_coding	2412564	2413797
01	2050411	2505532	455.121	rs4648819	7	PR	152.629	PLCH2	protein_coding	2425980	2505532
01	2050411	2505532	455.121	rs4648819	7	PR	222.94	PRKCZ	protein_coding	2050411	2185395
06	159472905	159762529	289.624	rs4708832	1	QRS	220.336	SOD2	protein_coding	159693241	159762529
14	91060333	91417844	357.511	rs4900069	3	HR	56.696	DGLUCY	protein_coding	91060333	91225632
14	91060333	91417844	357.511	rs4900069	3	HR	115.503	GPR68	protein_coding	91232532	91253925
14	91060333	91417844	357.511	rs4900069	3	HR	172.302	CCDC88C	protein_coding	91289331	91417844
14	52695558	53153323	457.765	rs4901308	6	PR	37.828	FERMT2	protein_coding	52951035	52952435
14	52695558	53153323	457.765	rs4901308	6	PR	121.6	GNPNAT1	protein_coding	52791607	52791668
14	52695558	53153323	457.765	rs4901308	6	PR	183.027	STYX	protein_coding	52730180	52774989
14	52695558	53153323	457.765	rs4901308	6	PR	206.007	PSMC6	protein_coding	52707200	52728590
14	52695558	53153323	457.765	rs4901308	6	PR	217.649	ERO1A	protein_coding	52695558	52695900
14	52695558	53153323	457.765	rs4901308	6	PR	239.997	DDHD1	protein_coding	53153204	53153323
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	20.747	RALY	protein_coding	33993646	34108308
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	96.561	CHMP4B	protein_coding	33811348	33854366
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	115.41	EIF2S2	protein_coding	34088309	34112243
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	176.252	ZNF341	protein_coding	33731657	33792269
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	187.599	PXMP4	protein_coding	33720310	33720319
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	221.67	ASIP	protein_coding	34194569	34269344
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	232.432	E2F1	protein_coding	33675477	33686385
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	240.966	ACTL10	protein_coding	33666943	33668525
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	245.582	C20orf144	protein_coding	33662327	33665619
20	33659547	34269344	609.797	rs4911179+rs6088791	10	JT	248.362	NECAB3	protein_coding	33659547	33674463
01	168540768	168729206	188.438	rs545833	3	QT	25.234	DPT	protein_coding	168695468	168729206
01	168540768	168729206	188.438	rs545833	3	QT	144.097	XCL1	protein_coding	168576605	168582069
01	168540768	168729206	188.438	rs545833	3	QT	179.934	XCL2	protein_coding	168540768	168543997
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	0.024	SPEG	protein_coding	219434843	219493629
